2023-09-26 09:08:02.967140,POST,/user_profiles
2023-09-26 09:08:31.676506,GET,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6
2023-09-26 09:08:57.076262,GET,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions
2023-09-26 09:09:26.566341,POST,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions
2023-09-26 09:09:49.299461,GET,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions
2023-09-26 09:10:03.631742,GET,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions/6ec47d4d-4474-4f77-a35d-33674651e739
2023-09-26 09:12:48.950612,GET,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions/6ec47d4d-4474-4f77-a35d-33674651e739/network-security-groups
2023-09-26 09:13:19.612882,POST,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions/6ec47d4d-4474-4f77-a35d-33674651e739/network-security-groups
2023-09-26 09:13:56.884872,GET,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions/6ec47d4d-4474-4f77-a35d-33674651e739/network-security-groups
2023-09-26 09:14:48.361126,POST,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions/6ec47d4d-4474-4f77-a35d-33674651e739/network-security-groups/18f31170-85d3-4447-b822-0acedc66b780/policies
2023-09-26 09:14:53.429503,POST,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions/6ec47d4d-4474-4f77-a35d-33674651e739/network-security-groups/18f31170-85d3-4447-b822-0acedc66b780/policies
2023-09-26 09:14:56.716084,POST,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions/6ec47d4d-4474-4f77-a35d-33674651e739/network-security-groups/18f31170-85d3-4447-b822-0acedc66b780/policies
2023-09-26 09:15:17.249913,GET,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions/6ec47d4d-4474-4f77-a35d-33674651e739/network-security-groups/18f31170-85d3-4447-b822-0acedc66b780/policies
2023-09-26 09:18:02.229315,GET,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions/6ec47d4d-4474-4f77-a35d-33674651e739/public-ips
2023-09-26 09:18:25.396920,POST,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions/6ec47d4d-4474-4f77-a35d-33674651e739/public-ips
2023-09-26 09:19:00.065150,GET,/user_profiles/8d2be9c9-9097-47d1-99e4-77f253fb71f6/subscriptions/6ec47d4d-4474-4f77-a35d-33674651e739/public-ips/67fdf406-6442-4b97-8134-9a397335ebd1
